"url","status","final_url","canonical","robots_meta","title","h1_count","h1","jsonld_blocks","fetch_state"
"https://buildwisemedia.com/playbook/agency-alternative/","200","https://buildwisemedia.com/playbook/agency-alternative/","https://buildwisemedia.com/playbook/agency-alternative/","","AI-Agency Alternative for Service Businesses | Buildwise","1","You don't own what an AI agency builds for you.","1","FETCHED"
"https://buildwisemedia.com/playbook/ai-answering-service-service-business/","200","https://buildwisemedia.com/playbook/ai-answering-service-service-business/","https://buildwisemedia.com/playbook/ai-answering-service-service-business/","","After-Hours Call Capture for Service Businesses | Buildwise Media","1","An AI answering service is only the first handoff","1","FETCHED"
"https://buildwisemedia.com/playbook/ai-for-business-operations/","200","https://buildwisemedia.com/playbook/ai-for-business-operations/","https://buildwisemedia.com/playbook/ai-for-business-operations/","","AI for Business Operations: An Owner&#39;s Guide | Buildwise Media","1","AI for business operations should clear the owner's week","1","FETCHED"
"https://buildwisemedia.com/playbook/ai-marketing-agency-alternative/","200","https://buildwisemedia.com/playbook/ai-marketing-agency-alternative/","https://buildwisemedia.com/playbook/ai-marketing-agency-alternative/","","AI Marketing Agency Alternative | Buildwise","1","An AI marketing agency alternative built around ownership","1","FETCHED"
"https://buildwisemedia.com/playbook/ai-marketing-department/","200","https://buildwisemedia.com/playbook/ai-marketing-department/","https://buildwisemedia.com/playbook/ai-marketing-department/","","AI Marketing Department — Buildwise Media","1","What an AI Marketing Department Actually Does for a Home Service Business","1","FETCHED"
"https://buildwisemedia.com/playbook/ai-marketing-department-small-business/","200","https://buildwisemedia.com/playbook/ai-marketing-department-small-business/","https://buildwisemedia.com/playbook/ai-marketing-department-small-business/","","AI Marketing Department for Small Business — Buildwise Media","1","AI Marketing Department for Small Business Owners","1","FETCHED"
"https://buildwisemedia.com/playbook/ai-website-for-business/","200","https://buildwisemedia.com/playbook/ai-website-for-business/","https://buildwisemedia.com/playbook/ai-website-for-business/","","What an AI Website Should Actually Do | Buildwise Media","1","An AI website should be a working lead path, not just a new look","1","FETCHED"
"https://buildwisemedia.com/playbook/atlanta-home-services-marketing/","200","https://buildwisemedia.com/playbook/atlanta-home-services-marketing/","https://buildwisemedia.com/playbook/atlanta-home-services-marketing/","","Atlanta Home Services Marketing, Run For You | Buildwise","1","Marketing for Atlanta home-service companies, run for you","1","FETCHED"
"https://buildwisemedia.com/playbook/build-your-own-ai/","200","https://buildwisemedia.com/playbook/build-your-own-ai/","https://buildwisemedia.com/playbook/build-your-own-ai/","","Build Your Own AI System? Count the Owner Time First | Buildwise Media","1","Building your own AI system costs more than the tools &mdash; here's the real math","1","FETCHED"
"https://buildwisemedia.com/playbook/buy-plumbing-leads-alternative/","200","https://buildwisemedia.com/playbook/buy-plumbing-leads-alternative/","https://buildwisemedia.com/playbook/buy-plumbing-leads-alternative/","","Buy Plumbing Leads? Compare the Alternative | Buildwise","1","Before you buy plumbing leads, compare the owned path","1","FETCHED"
"https://buildwisemedia.com/playbook/capability-inheritance/","200","https://buildwisemedia.com/playbook/capability-inheritance/","https://buildwisemedia.com/playbook/capability-inheritance/","","Capability Updates — Buildwise Media","1","Capability updates.","1","FETCHED"
"https://buildwisemedia.com/playbook/capability-overhang/","200","https://buildwisemedia.com/playbook/capability-overhang/","https://buildwisemedia.com/playbook/capability-overhang/","","Capability Overhang — Buildwise Media","1","Capability overhang.","1","FETCHED"
"https://buildwisemedia.com/playbook/captured-baseline/","200","https://buildwisemedia.com/playbook/captured-baseline/","https://buildwisemedia.com/playbook/captured-baseline/","","Captured Baseline — Buildwise Media","1","Captured baseline.","1","FETCHED"
"https://buildwisemedia.com/playbook/category-of-one-marketing/","200","https://buildwisemedia.com/playbook/category-of-one-marketing/","https://buildwisemedia.com/playbook/category-of-one-marketing/","","Category-of-One Marketing — Buildwise Media","1","Category-of-one marketing.","1","FETCHED"
"https://buildwisemedia.com/playbook/content-marketing-agency-alternative/","200","https://buildwisemedia.com/playbook/content-marketing-agency-alternative/","https://buildwisemedia.com/playbook/content-marketing-agency-alternative/","","Content Marketing Agency Alternative | Buildwise","1","A content marketing agency alternative for service businesses","1","FETCHED"
"https://buildwisemedia.com/playbook/contractor-lead-generation-company-alternative/","200","https://buildwisemedia.com/playbook/contractor-lead-generation-company-alternative/","https://buildwisemedia.com/playbook/contractor-lead-generation-company-alternative/","","Owned Lead System for Contractors | Buildwise","1","A contractor lead generation alternative that builds leads that come to you","1","FETCHED"
"https://buildwisemedia.com/playbook/custom-ai-solutions/","200","https://buildwisemedia.com/playbook/custom-ai-solutions/","https://buildwisemedia.com/playbook/custom-ai-solutions/","","What Is a Custom AI System for Service Businesses | Buildwise Media","1","A custom AI system does the growth work, so you don't have to","1","FETCHED"
"https://buildwisemedia.com/playbook/digital-employees/","200","https://buildwisemedia.com/playbook/digital-employees/","https://buildwisemedia.com/playbook/digital-employees/","","Digital Employees for Service Businesses — Buildwise","1","Digital employees.","1","FETCHED"
"https://buildwisemedia.com/playbook/digital-employees-vs-hiring/","200","https://buildwisemedia.com/playbook/digital-employees-vs-hiring/","https://buildwisemedia.com/playbook/digital-employees-vs-hiring/","","Digital Employees vs Hiring a Human — Buildwise","1","Digital employees vs hiring.","1","FETCHED"
"https://buildwisemedia.com/playbook/digital-marketing-agency-alternative/","200","https://buildwisemedia.com/playbook/digital-marketing-agency-alternative/","https://buildwisemedia.com/playbook/digital-marketing-agency-alternative/","","Digital Marketing Agency Alternative | Buildwise","1","A digital marketing agency alternative that leaves the system with you","1","FETCHED"
"https://buildwisemedia.com/playbook/diy-marketing-alternative/","200","https://buildwisemedia.com/playbook/diy-marketing-alternative/","https://buildwisemedia.com/playbook/diy-marketing-alternative/","","DIY Marketing Alternative — Buildwise Media","1","The DIY marketing alternative.","1","FETCHED"
"https://buildwisemedia.com/playbook/electrician-lead-generation/","200","https://buildwisemedia.com/playbook/electrician-lead-generation/","https://buildwisemedia.com/playbook/electrician-lead-generation/","","Electrician Lead Generation, Run For You | Buildwise","1","Electrician lead generation, built on a system your company owns","1","FETCHED"
"https://buildwisemedia.com/playbook/emergency-plumbing-leads/","200","https://buildwisemedia.com/playbook/emergency-plumbing-leads/","https://buildwisemedia.com/playbook/emergency-plumbing-leads/","","Emergency Plumbing Leads | Buildwise","1","Emergency plumbing leads need speed and trust","1","FETCHED"
"https://buildwisemedia.com/playbook/fractional-cmo-alternative/","200","https://buildwisemedia.com/playbook/fractional-cmo-alternative/","https://buildwisemedia.com/playbook/fractional-cmo-alternative/","","Fractional CMO Alternative — Buildwise Media","1","Fractional CMO alternative.","1","FETCHED"
"https://buildwisemedia.com/playbook/get-found-on-google-service-business/","200","https://buildwisemedia.com/playbook/get-found-on-google-service-business/","https://buildwisemedia.com/playbook/get-found-on-google-service-business/","","Get Found on Google for Your Service Business | Buildwise","1","How to get found on Google when buyers search nearby","1","FETCHED"
"https://buildwisemedia.com/playbook/how-to-get-plumbing-leads/","200","https://buildwisemedia.com/playbook/how-to-get-plumbing-leads/","https://buildwisemedia.com/playbook/how-to-get-plumbing-leads/","","How to Get Plumbing Leads | Buildwise","1","How to get plumbing leads — without buying them","1","FETCHED"
"https://buildwisemedia.com/playbook/hvac-lead-generation/","200","https://buildwisemedia.com/playbook/hvac-lead-generation/","https://buildwisemedia.com/playbook/hvac-lead-generation/","","How HVAC Companies Get More Leads Without Another Agency","1","How to Get More Leads for Your HVAC Business — Without Adding to Your Plate","1","FETCHED"
"https://buildwisemedia.com/playbook/hvac-marketing-atlanta/","200","https://buildwisemedia.com/playbook/hvac-marketing-atlanta/","https://buildwisemedia.com/playbook/hvac-marketing-atlanta/","","HVAC Marketing in Atlanta, Run For You | Buildwise","1","HVAC marketing in Atlanta, built around getting found nearby","1","FETCHED"
"https://buildwisemedia.com/playbook/hyper-personalized-seo/","200","https://buildwisemedia.com/playbook/hyper-personalized-seo/","https://buildwisemedia.com/playbook/hyper-personalized-seo/","","Hyper-Personalized SEO — Buildwise Media","1","Hyper-personalized SEO.","1","FETCHED"
"https://buildwisemedia.com/playbook/in-house-marketing-alternative/","200","https://buildwisemedia.com/playbook/in-house-marketing-alternative/","https://buildwisemedia.com/playbook/in-house-marketing-alternative/","","In-House Marketing Alternative — Buildwise Media","1","The in-house alternative.","1","FETCHED"
"https://buildwisemedia.com/playbook/lead-generation-company-alternative/","200","https://buildwisemedia.com/playbook/lead-generation-company-alternative/","https://buildwisemedia.com/playbook/lead-generation-company-alternative/","","Lead Generation Company Alternative | Buildwise","1","A lead generation company alternative for service businesses","1","FETCHED"
"https://buildwisemedia.com/playbook/local-seo-for-service-businesses/","200","https://buildwisemedia.com/playbook/local-seo-for-service-businesses/","https://buildwisemedia.com/playbook/local-seo-for-service-businesses/","","Local SEO for Service Businesses, Run For You | Buildwise","1","Local SEO for service businesses, run for you","1","FETCHED"
"https://buildwisemedia.com/playbook/marketing-agency-cost/","200","https://buildwisemedia.com/playbook/marketing-agency-cost/","https://buildwisemedia.com/playbook/marketing-agency-cost/","","What Does a Marketing Agency Cost? | Buildwise Media","1","What a marketing agency really costs — and the alternative","1","FETCHED"
"https://buildwisemedia.com/playbook/marketing-agency-near-me-alternative/","200","https://buildwisemedia.com/playbook/marketing-agency-near-me-alternative/","https://buildwisemedia.com/playbook/marketing-agency-near-me-alternative/","","The &quot;Marketing Agency Near Me&quot; Alternative | Buildwise","1","Searching ""marketing agency near me""? There is a better path","1","FETCHED"
"https://buildwisemedia.com/playbook/marketing-for-service-businesses/","200","https://buildwisemedia.com/playbook/marketing-for-service-businesses/","https://buildwisemedia.com/playbook/marketing-for-service-businesses/","","Marketing for Service Businesses, Run For You | Buildwise","1","Marketing for service businesses, run for you","1","FETCHED"
"https://buildwisemedia.com/playbook/pest-control-lead-generation/","200","https://buildwisemedia.com/playbook/pest-control-lead-generation/","https://buildwisemedia.com/playbook/pest-control-lead-generation/","","Pest Control Lead Generation, Run For You | Buildwise","1","Pest control lead generation, built on a system your company owns","1","FETCHED"
"https://buildwisemedia.com/playbook/plumbing-lead-generation/","200","https://buildwisemedia.com/playbook/plumbing-lead-generation/","https://buildwisemedia.com/playbook/plumbing-lead-generation/","","Plumbing Lead Generation, Run For You | Buildwise Media","1","Plumbing lead generation, built on a system your company owns","1","FETCHED"
"https://buildwisemedia.com/playbook/plumbing-lead-generation-services/","200","https://buildwisemedia.com/playbook/plumbing-lead-generation-services/","https://buildwisemedia.com/playbook/plumbing-lead-generation-services/","","Plumbing Lead Generation Services | Buildwise","1","Plumbing lead generation services should build an owned path","1","FETCHED"
"https://buildwisemedia.com/playbook/plumbing-leads-cost/","200","https://buildwisemedia.com/playbook/plumbing-leads-cost/","https://buildwisemedia.com/playbook/plumbing-leads-cost/","","What Do Plumbing Leads Cost? | Buildwise Media","1","What plumbing leads really cost after the call","1","FETCHED"
"https://buildwisemedia.com/playbook/plumbing-marketing-atlanta/","200","https://buildwisemedia.com/playbook/plumbing-marketing-atlanta/","https://buildwisemedia.com/playbook/plumbing-marketing-atlanta/","","Plumbing Marketing in Atlanta, Run For You | Buildwise","1","Plumbing marketing in Atlanta, built around getting found nearby","1","FETCHED"
"https://buildwisemedia.com/playbook/poor-four/","200","https://buildwisemedia.com/playbook/poor-four/","https://buildwisemedia.com/playbook/poor-four/","","The Poor Four — Buildwise Media","1","The Poor Four.","1","FETCHED"
"https://buildwisemedia.com/playbook/ppc-agency-alternative/","200","https://buildwisemedia.com/playbook/ppc-agency-alternative/","https://buildwisemedia.com/playbook/ppc-agency-alternative/","","PPC Agency Alternative for Service Businesses","1","A pay-per-click (PPC) agency alternative for owners who need more than ad spend","1","FETCHED"
"https://buildwisemedia.com/playbook/restoration-lead-generation/","200","https://buildwisemedia.com/playbook/restoration-lead-generation/","https://buildwisemedia.com/playbook/restoration-lead-generation/","","Restoration Lead Generation, Run For You | Buildwise","1","Restoration lead generation, built on a system your company owns","1","FETCHED"
"https://buildwisemedia.com/playbook/revenue-operating-system/","200","https://buildwisemedia.com/playbook/revenue-operating-system/","https://buildwisemedia.com/playbook/revenue-operating-system/","","Revenue Operating System for Contractors — Buildwise Media","1","What Is a Revenue Operating System for Contractors?","1","FETCHED"
"https://buildwisemedia.com/playbook/roofing-lead-generation/","200","https://buildwisemedia.com/playbook/roofing-lead-generation/","https://buildwisemedia.com/playbook/roofing-lead-generation/","","Roofing Lead Generation, Run For You | Buildwise Media","1","Roofing lead generation, built on a system your company owns","1","FETCHED"
"https://buildwisemedia.com/playbook/seo-agency-alternative/","200","https://buildwisemedia.com/playbook/seo-agency-alternative/","https://buildwisemedia.com/playbook/seo-agency-alternative/","","SEO Agency Alternative for Service Businesses","1","An SEO agency alternative for service businesses that need booked work","1","FETCHED"
"https://buildwisemedia.com/playbook/show-up-in-ai-recommendations/","200","https://buildwisemedia.com/playbook/show-up-in-ai-recommendations/","https://buildwisemedia.com/playbook/show-up-in-ai-recommendations/","","How to Show Up When Buyers Ask AI Who to Hire | Buildwise Media","1","When a buyer asks AI who to hire, does your name come up?","1","FETCHED"
"https://buildwisemedia.com/playbook/social-media-agency-alternative/","200","https://buildwisemedia.com/playbook/social-media-agency-alternative/","https://buildwisemedia.com/playbook/social-media-agency-alternative/","","Social Media Agency Alternative | Buildwise","1","A social media agency alternative for service businesses","1","FETCHED"
"https://buildwisemedia.com/playbook/what-is-a-digital-employee/","200","https://buildwisemedia.com/playbook/what-is-a-digital-employee/","https://buildwisemedia.com/playbook/what-is-a-digital-employee/","","What Is a Digital Employee? — Buildwise Media","1","What is a digital employee?","1","FETCHED"
"https://buildwisemedia.com/pricing/","200","https://buildwisemedia.com/pricing/","https://buildwisemedia.com/pricing/","","One AI Engine, Three Chapters — Buildwise Media","1","Three chapters. One owned engine.","1","FETCHED"
"https://buildwisemedia.com/privacy/","200","https://buildwisemedia.com/privacy/","https://buildwisemedia.com/privacy/","","Privacy Policy — Buildwise Media","1","Privacy Policy","1","FETCHED"
"https://buildwisemedia.com/problem/invisible-market/","200","https://buildwisemedia.com/problem/invisible-market/","https://buildwisemedia.com/problem/invisible-market/","","The Next Visibility Wave — Buildwise Media","1","You adapted before. The wave is back.","1","FETCHED"
"https://buildwisemedia.com/problem/leaky-revenue/","200","https://buildwisemedia.com/problem/leaky-revenue/","https://buildwisemedia.com/problem/leaky-revenue/","","AI Acts on What Search Found — Buildwise Media","1","Search gave everyone information. AI acts on it.","1","FETCHED"
"https://buildwisemedia.com/problem/owner-bottleneck/","200","https://buildwisemedia.com/problem/owner-bottleneck/","https://buildwisemedia.com/problem/owner-bottleneck/","","Digital Employees for Repeat Work — Buildwise Media","1","Your week should not depend on heroics.","1","FETCHED"
"https://buildwisemedia.com/problem/reactive-growth/","200","https://buildwisemedia.com/problem/reactive-growth/","https://buildwisemedia.com/problem/reactive-growth/","","The Compounding AI Gap — Buildwise Media","1","The gap grows every week.","1","FETCHED"
"https://buildwisemedia.com/results/","200","https://buildwisemedia.com/results/","https://buildwisemedia.com/results/","","Receipts — Client-Owned AI Engine Results","1","Proof should make the math easier to trust.","1","FETCHED"
"https://buildwisemedia.com/revenue-leak-map/","200","https://buildwisemedia.com/revenue-leak-map/","https://buildwisemedia.com/revenue-leak-map/","","Get Your Free Revenue Leak Map — Buildwise Media","1","Get your free Revenue Leak Map — a 60-second diagnostic","1","FETCHED"
"https://buildwisemedia.com/services/","200","https://buildwisemedia.com/services/","https://buildwisemedia.com/services/","","The AI Engine Ladder — Buildwise Media","1","Prove one problem. Then build the engine.","1","FETCHED"
"https://buildwisemedia.com/services/ascend/","200","https://buildwisemedia.com/services/ascend/","https://buildwisemedia.com/services/ascend/","","Ascend — The Weekly AI Engine Build","1","The weekly build is the product.","1","FETCHED"
"https://buildwisemedia.com/services/ascend-pilot/","200","https://buildwisemedia.com/services/ascend-pilot/","https://buildwisemedia.com/services/ascend-pilot/","","Ascend Pilot — Prove One Problem in 45 Days","1","One problem. Proven in 45 days.","1","FETCHED"
"https://buildwisemedia.com/sms-consent/","200","https://buildwisemedia.com/sms-consent/","https://buildwisemedia.com/sms-consent/","noindex,nofollow","Text Message Consent — Buildwise Media","1","Meet Bob by text","1","FETCHED"
"https://buildwisemedia.com/system/","200","https://buildwisemedia.com/system/","https://buildwisemedia.com/system/","","The Weekly AI Engine — Buildwise Media","1","The weekly build is the product.","1","FETCHED"
"https://buildwisemedia.com/terms/","200","https://buildwisemedia.com/terms/","https://buildwisemedia.com/terms/","","Terms of Service — Buildwise Media","1","Terms of Service","1","FETCHED"
